vendor_symbol,company_name,sector,industry,country,shares_outstanding,source
CXDO,"Crexendo, Inc.",Communication Services,Telecom Services,United States,32415373.0,yfinance
CXM,"Sprinklr, Inc.",Technology,Software - Application,United States,,yfinance
CXT,"Crane NXT, Co.",Industrials,Specialty Industrial Machinery,United States,57542367.0,yfinance
CXW,"CoreCivic, Inc.",Industrials,Security & Protection Services,United States,98888460.0,yfinance
CYAB,"Cyabra, Inc.",Technology,Software - Infrastructure,United States,15239281.0,yfinance
CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,United States,4330314.0,yfinance
CYCU,"Cycurion, Inc.",Technology,Information Technology Services,United States,11472588.0,yfinance
CYD,China Yuchai International Limi,Consumer Cyclical,Auto Manufacturers,Singapore,,yfinance
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,United States,141009357.0,yfinance
CYN,Cyngn Inc.,Technology,Software - Application,United States,,yfinance
CYPH,Cypherpunk Technologies Inc.,Financial Services,Asset Management,United States,106464482.0,yfinance
CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,United States,50402313.0,yfinance
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,United States,135770593.0,yfinance
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banks - Regional,United States,4809281.0,yfinance
CZNC,Citizens & Northern Corporation,Financial Services,Banks - Regional,United States,17942105.0,yfinance
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,203720372.0,yfinance
CZWI,"Citizens Community Bancorp, Inc.",Financial Services,Banks - Regional,United States,9650231.0,yfinance
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,879525949.0,yfinance
DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,,yfinance
DAIC,"CID HoldCo, Inc.",Technology,Information Technology Services,United States,1210383.0,yfinance
DAIO,Data I/O Corporation,Technology,Electronic Components,United States,10264262.0,yfinance
DAKT,"Daktronics, Inc.",Technology,Electronic Components,United States,48284844.0,yfinance
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,United States,,yfinance
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,United States,,yfinance
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,United States,,yfinance
DARE,"Daré Bioscience, Inc.",Healthcare,Biotechnology,United States,14979502.0,yfinance
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,United States,411336610.0,yfinance
DAVE,Dave Inc.,Technology,Software - Application,United States,11400165.0,yfinance
DB,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,Germany,1879000000.0,yfinance
DBCA,D. Boral Acquisition I Corp.,Financial Services,Shell Companies,United States,30950000.0,yfinance
DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,United States,33946588.0,yfinance
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Apparel Retail,United States,574639.0,yfinance
DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories,United States,43044346.0,yfinance
DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management,United States,184730983.0,yfinance
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,United States,158037382.0,yfinance
DC,Dakota Gold Corp.,Basic Materials,Gold,United States,133928097.0,yfinance
DCBO,Docebo Inc.,Technology,Software - Application,Canada,25382651.0,yfinance
DCGO,DocGo Inc.,Healthcare,Medical Care Facilities,United States,98778413.0,yfinance
DCH,Dauch Corporation,Consumer Cyclical,Auto Parts,United States,237366732.0,yfinance
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,United States,,yfinance
DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,United States,,yfinance
DCOM,"Dime Commercial Bancshares, Inc.",Financial Services,Banks - Regional,United States,44158000.0,yfinance
DGNX,Diginex Limited,Industrials,Consulting Services,United Kingdom,29100941.0,yfinance
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,United States,110373360.0,yfinance
DGXX,Digi Power X Inc.,Utilities,Utilities - Independent Power Producers,United States,98543355.0,yfinance
DH,Definitive Healthcare Corp.,Healthcare,Health Information Services,United States,105524238.0,yfinance
DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities,United States,242106926.0,yfinance
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,United States,279701267.0,yfinance
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,United States,702986054.0,yfinance
DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,Bermuda,,yfinance
DHX,"DHI Group, Inc.",Technology,Software - Application,United States,43198507.0,yfinance
DIBS,"1stdibs.Com, Inc.",Communication Services,Internet Content & Information,United States,35333511.0,yfinance
DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,United States,12685175.0,yfinance
DINO,HF Sinclair Corporation,Energy,Oil & Gas Refining & Marketing,United States,177783849.0,yfinance
DIOD,Diodes Incorporated,Technology,Semiconductors,United States,45944734.0,yfinance
DIS,Walt Disney Company (The),Communication Services,Entertainment,United States,,yfinance
DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution,United States,,yfinance
DJCO,Daily Journal Corporation,Technology,Software - Application,United States,1377722.0,yfinance
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,,,,,yfinance
DJT,Trump Media & Technology Group Corp.,Communication Services,Internet Content & Information,United States,276953828.0,yfinance
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,United States,,yfinance
DKI,Darkiris Inc.,Communication Services,Electronic Gaming & Multimedia,Hong Kong,1647569.0,yfinance
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,United States,496128817.0,yfinance
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,United States,65931904.0,yfinance
DLB,"Dolby Laboratories, Inc.",Industrials,Specialty Business Services,United States,59416894.0,yfinance
DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,United States,14493035.0,yfinance
DLO,DLocal Limited,Technology,Software - Infrastructure,Uruguay,178035757.0,yfinance
DLPN,"Dolphin Entertainment, Inc.",Communication Services,Advertising Agencies,United States,13017271.0,yfinance
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,United States,369976002.0,yfinance
DLTH,Duluth Holdings Inc.,Consumer Cyclical,Apparel Retail,United States,34637871.0,yfinance
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,United States,192174588.0,yfinance
DLX,Deluxe Corporation,Industrials,Conglomerates,United States,45784061.0,yfinance
DLXY,Delixy Holdings Limited,Energy,Oil & Gas Refining & Marketing,Singapore,7174000.0,yfinance
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,United States,53883345.0,yfinance
DMC,Del Monte Corporation,Consumer Defensive,Farm Products,Cayman Islands,47576609.0,yfinance
DMII,Drugs Made In America Acquisition II Corp.,Financial Services,Shell Companies,United States,63700000.0,yfinance
DMRA,"Damora Therapeutics, Inc.",Healthcare,Biotechnology,United States,61553194.0,yfinance
DMRC,Digimarc Corporation,Technology,Software - Application,United States,22406927.0,yfinance
DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,United States,53361141.0,yfinance
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,United States,158709737.0,yfinance
DNMX,Dynamix Corporation III,Financial Services,Shell Companies,United States,20125000.0,yfinance
DNN,Denison Mines Corp.,Energy,Uranium,Canada,905016962.0,yfinance
DNOW,DNOW Inc.,Industrials,Industrial Distribution,United States,182545984.0,yfinance
DNTH,"Dianthus Therapeutics, Inc.",Healthcare,Biotechnology,United States,54666233.0,yfinance
DNUT,"Krispy Kreme, Inc.",Consumer Defensive,Grocery Stores,United States,172400000.0,yfinance
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,United States,,yfinance
DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure,United States,116908096.0,yfinance
DOCS,"Doximity, Inc.",Healthcare,Health Information Services,United States,128856933.0,yfinance
DOCU,"DocuSign, Inc.",Technology,Software - Application,United States,190944608.0,yfinance
DOGZ,Dogness (International) Corporation,Consumer Cyclical,Leisure,China,5441658.0,yfinance
DOLE,Dole plc,Consumer Defensive,Farm Products,Ireland,95158950.0,yfinance
DOMH,Dominari Holdings Inc.,Financial Services,Capital Markets,United States,22613781.0,yfinance
DOMO,"Domo, Inc.",Technology,Software - Application,United States,43772502.0,yfinance
DOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,Canada,38527229.0,yfinance
DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts,United States,29882789.0,yfinance
DOUG,Douglas Elliman Inc.,Real Estate,Real Estate Services,United States,90906082.0,yfinance
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,United States,134680225.0,yfinance
DOW,Dow Inc.,Basic Materials,Chemicals,United States,722340711.0,yfinance
DOX,Amdocs Limited,Technology,Software - Infrastructure,United States,,yfinance
DPRO,Draganfly Inc.,Technology,Computer Hardware,Canada,36882936.0,yfinance
DPU,DB Commodity Long ETN,,,,,yfinance
DPZ,Domino's Pizza Inc,Consumer Cyclical,Restaurants,United States,33081735.0,yfinance
DRCT,"Direct Digital Holdings, Inc.",Communication Services,Advertising Agencies,United States,739531.0,yfinance
DRH,DiamondRock Hospitality Company,Real Estate,REIT - Hotel & Motel,United States,204605681.0,yfinance
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,United States,114535003.0,yfinance
DRIO,DarioHealth Corp.,Healthcare,Health Information Services,United States,9749458.0,yfinance
DRMA,"Dermata Therapeutics, Inc.",Healthcare,Biotechnology,United States,4022143.0,yfinance
DRS,"Leonardo DRS, Inc.",Industrials,Aerospace & Defense,United States,266891515.0,yfinance
DRTS,Alpha Tau Medical Ltd.,Healthcare,Biotechnology,Israel,90325876.0,yfinance
DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto & Truck Dealerships,United States,164955964.0,yfinance
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology,United States,62456974.0,yfinance
DSGR,"Distribution Solutions Group, Inc.",Industrials,Industrial Distribution,United States,46255422.0,yfinance
DSGX,The Descartes Systems Group Inc.,Technology,Software - Application,Canada,85690827.0,yfinance
DSP,Viant Technology Inc.,Technology,Software - Application,United States,20021706.0,yfinance
DSS,"DSS, Inc.",Consumer Cyclical,Packaging & Containers,United States,,yfinance
DSWL,"Deswell Industries, Inc.",Technology,Electronic Components,Macau,15885239.0,yfinance
DSX,Diana Shipping Inc.,Industrials,Marine Shipping,Greece,124402479.0,yfinance
DSY,Big Tree Cloud Holdings Limited,Consumer Defensive,Household & Personal Products,China,1251873.0,yfinance
DT,"Dynatrace, Inc.",Technology,Software - Application,United States,291475733.0,yfinance
DTCX,"Datacentrex, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,38873626.0,yfinance
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,United States,208088069.0,yfinance
DTI,Drilling Tools International Corporation,Energy,Oil & Gas Equipment & Services,United States,35139094.0,yfinance
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,United States,25802247.0,yfinance
DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,United States,102015296.0,yfinance
DTSS,Datasea Intelligent Technology Ltd.,Technology,Software - Infrastructure,China,6447153.0,yfinance
DTST,Data Storage Corporation,Technology,Information Technology Services,United States,2337738.0,yfinance
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,United States,779596217.0,yfinance
DUKR,DUKE Robotics Corp.,Industrials,Aerospace & Defense,Israel,3407977.0,yfinance
DUO,Fangdd Network Group Ltd.,Real Estate,Real Estate Services,China,38529284.0,yfinance
DUOL,"Duolingo, Inc.",Technology,Software - Application,United States,40237065.0,yfinance
DUOT,"Duos Technologies Group, Inc.",Technology,Software - Application,United States,31413196.0,yfinance
DV,"DoubleVerify Holdings, Inc.",Communication Services,Advertising Agencies,United States,153464189.0,yfinance
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,United States,64185000.0,yfinance
DVLT,Datavault AI Inc.,Technology,Software - Infrastructure,United States,855561995.0,yfinance
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,United States,,yfinance
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Equipment & Services,United States,31052840.0,yfinance
DWTX,"Dogwood Therapeutics, Inc.",Healthcare,Biotechnology,United States,33629553.0,yfinance
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,United States,248166917.0,yfinance
DXC,DXC Technology Company,Technology,Information Technology Services,United States,162080263.0,yfinance
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,United States,377360765.0,yfinance
DXLG,"Destination XL Group, Inc.",Consumer Cyclical,Apparel Retail,United States,55273092.0,yfinance
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,United States,15505312.0,yfinance
DXST,Decent Holding Inc.,Industrials,Waste Management,China,1615103.0,yfinance
DXYZ,Destiny Tech100 Inc.,Financial Services,Asset Management,United States,30465664.0,yfinance
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,United States,,yfinance
DYAI,"Dyadic International, Inc.",Healthcare,Biotechnology,United States,36438703.0,yfinance
DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology,United States,186746431.0,yfinance
DYNC,Dynamix Corporation,Financial Services,Shell Companies,United States,16600000.0,yfinance
DYOR,Insight Digital Partners II,Financial Services,Shell Companies,United States,17250000.0,yfinance
DZZ,DB Gold Double Short ETN,,,,,yfinance
E,Eni S.p.A.,Energy,Oil & Gas Integrated,Italy,1448756615.0,yfinance
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,United States,252383840.0,yfinance
EAF,GrafTech International Ltd.,Industrials,Electrical Equipment & Parts,United States,26047884.0,yfinance
EARN,Ellington Credit Company,Financial Services,Asset Management,United States,37568800.0,yfinance
EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants,United States,42887790.0,yfinance
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,United States,444000000.0,yfinance
EBC,"Eastern Bankshares, Inc.",Financial Services,Banks - Regional,United States,228900000.0,yfinance
EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies,United States,,yfinance
EBMT,"Eagle Bancorp Montana, Inc.",Financial Services,Banks - Regional,United States,7965431.0,yfinance
EBON,Ebang International Holdings Inc.,Technology,Computer Hardware,United States,4726424.0,yfinance
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,,yfinance
ECAT,BlackRock ESG Capital Allocation Term Trust,Financial Services,Asset Management,United States,99468307.0,yfinance
ECBK,"ECB Bancorp, Inc.",Financial Services,Banks - Regional,United States,8753970.0,yfinance
ECC,,Financial Services,Asset Management,United States,,yfinance
ECG,"Everus Construction Group, Inc.",Industrials,Engineering & Construction,United States,51041606.0,yfinance
ECHO,EchoStar Corporation,Communication Services,Telecom Services,United States,158465020.0,yfinance
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,United States,281437502.0,yfinance
ECO,Okeanis Eco Tankers Corp.,Industrials,Marine Shipping,Greece,39044655.0,yfinance
ECOR,"electroCore, Inc.",Healthcare,Medical Devices,United States,9015885.0,yfinance
ECPG,"Encore Capital Group, Inc.",Financial Services,Credit Services,United States,21440412.0,yfinance
ECVT,Ecovyst Inc.,Basic Materials,Specialty Chemicals,United States,109453484.0,yfinance
ECX,ECARX Holdings Inc.,Consumer Cyclical,Auto Parts,United Kingdom,347029953.0,yfinance
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,United States,,yfinance
EDBL,Edible Garden AG Incorporated,Consumer Defensive,Farm Products,United States,639834.0,yfinance
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,United States,153461838.0,yfinance
